uni_code,course_code,course_name,course_intro,area_of_study,career_ops,course_field,meta_gCode,meta_name,meta_status,meta_poa,meta_type,meta_inst,meta_camp,meta_fos,meta_keywords,meta_sa,meta_sm,meta_lsr,meta_msr,meta_hsr,meta_la,meta_ma,meta_ha,meta_ga,meta_acYear,meta_rpCode,meta_rpLink,meta_cLevel,meta_fee,meta_fPeriod,meta_pTime,meta_fTime,meta_int,meta_ext,meta_mMode,meta_nHe,meta_pHe,meta_nVet,meta_pVet,meta_nOth,meta_pOth,meta_nAtar,meta_pAtar,meta_nAPlus,meta_pAPlus,meta_nSec,meta_pSec,meta_nInt,meta_pInt,meta_nTot,meta_pTot,meta_pCode,meta_cYear,meta_ip,meta_spLink
usyd,513905,Bachelor of Psychology,"You can specialise in the study of psychology including behavioural neuroscience, social psychology, personality theory, perception, intelligence, mental health conditions, and developmental psychology.
 
Psychology is offered as an APAC accredited Level 1 program in 513200 Bachelor of Arts, 513910 Bachelor of Science, 513205 Bachelor of Arts/Bachelor of Advanced Studies, 513930 Bachelor of Science/Bachelor of Advanced Studies, 513935 Bachelor of Science/Bachelor of Advanced Studies (Advanced), 513915 Bachelor of Science (Health) and combined Science degrees, and 513900 Bachelor of Liberal Arts and Science.   Accreditation as a Level 1 (Foundational Competencies) undergraduate psychology sequence for this degree is currently pending with the Australian Psychology Accreditation Council (APAC).",Psychology and a minor from Table S.,"Psychology graduates work in a variety of roles in corporations and sporting groups, courts and gaols, hospitals and mental health facilities, universities, marketing and advertising, schools, training and development, consulting and human resources.",Natural and Physical Sciences,513905,Bachelor of Psychology,open,3F/6P,CSP,USYD,3040-US,1,"usyd,bachelor of psychology,psychology,psychopathologies,learning,memory and attention,behavioural and cognitive,neuroscience,applied psychology,perception,personality and intelligence,research methods,social and developmental psychology",0,0,95.00,98.60,99.95,87.00,96.33,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,12,7.27,<5,<5,<5,<5,122,73.94,<5,<5,<5,<5,28,16.97,165,100.0,NA,2022,S,
usyd,513906,Bachelor of Psychology Honours,"You can specialise in the study of psychology including behavioural neuroscience, social psychology, personality theory, perception, intelligence, mental health conditions, and developmental psychology.",Psychology and a minor from Table S. This will be followed by Honours units in Psychology.,"Psychology graduates work in a variety of roles in corporations and sporting groups, courts and gaols, hospitals and mental health facilities, universities, marketing and advertising, schools, training and development, consulting and human resources. Fourth-year graduates have the necessary training to pursue careers in clinical psychology (with further study) counselling and community psychology, neuroscience, organisational psychology and psychology research.",Natural and Physical Sciences,513906,Bachelor of Psychology Honours,open,4F,CSP,USYD,3040-US,1,"usyd,bachelor of psychology,honours,psychology,psychopathologies,learning,memory and attention,behavioural and cognitive,neuroscience,applied psychology,perception,personality and intelligence,research methods,social and developmental psychology",0,0,,,,,,,,2022,NC,NA,TBH,NA, ,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NC
usyd,513910,Bachelor of Science,"This flexible degree allows you to explore different study areas as your abilities, interests or career opportunities change. Alternatively, you can nominate particular areas of study in the first year to provide a direction for study throughout the degree. Specialist programs and majors allow you to graduate with expertise in a particular field or fields.","You will complete a major from Table A and a second major, or a minor and elective units, from Table A or Table S, and the Open Learning Environment.","Agricultural scientist, astronomer, biosecurity researcher, conservation biologist, ecologist, environmental policymaker, data analyst, food chemistry analyst, hydrologist, mathematician, medical scientist, nano scientist, nutritionist (after further study), psychologist (after further study), plant geneticist, soil scientist.",Natural and Physical Sciences,513910,Bachelor of Science,open,3F/6P,CSP,USYD,3040-US,1,"usyd,bachelor of science,science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation",0,0,80.05,90.10,99.95,70.50,86.75,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,119,17.79,<5,<5,35,5.23,170,25.41,<5,<5,<5,<5,338,50.52,669,100.0,NA,2022,S,
usyd,513911,Bachelor of Science/Bachelor of Advanced Studies (Dalyell Scholars including Mathematical Sciences),"The Dalyell Scholars stream is integrated within 513930 Bachelor of Science/Bachelor of Advanced Studies. In this stream for high achieving students (ATAR of 98.00 or higher) you will have access to academic enrichment opportunities including research, advanced units of study from outside your primary discipline, mentoring and professional skills development, and a global mobility experience.","The Mathematical Sciences program is only available to those eligible for Dalyell Scholars. You will complete two majors, one from 513910 Bachelor of Science Table A and the other from either Table A or the wide range of options in Table S. You may also undertake courses in the Open Learning Environment in areas such as entrepreneurial thinking, persuasive communication, project management and ethical reasoning plus advanced coursework and a community or industry project.",Refer to 513930 Bachelor of Science/Bachelor of Advanced Studies.,Natural and Physical Sciences,513911,Bachelor of Science/Bachelor of Advanced Studies (Dalyell Scholars including Mathematical Sciences),open,4F/8P,CSP,USYD,3040-US,1,"usyd,bachelor of science/bachelor of advanced studies (dalyell scholars including mathematical sciences),science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,advanced studies,dalyell scholars,mathematical sciences,",0,0,98.00,99.23,99.95,95.75,98.98,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,44,83.02,<5,<5,<5,<5,5,9.43,53,100.0,NA,2022,S,
usyd,513912,Bachelor of Science (Extended),"The Bachelor of Science (Extended) is a four-year degree for Aboriginal and/or Torres Strait Islander students to undertake their studies in an academically and culturally supported environment. The degree will equip you with communication, critical and analytical skills as well as provide you with an opportunity to make connections between in- depth study of a discipline area in humanities and social sciences, and knowledge of culture and practice.","You will complete  foundation units in academic studies and numeracy and an Indigenous Cultural  Capstone Project. You will complete a major from 513910 Bachelor of  Science Table A and a second major, or a  minor and elective units, from Table A or Table S, and the Open Learning  Environment. The Health stream from 513915 Bachelor of Science (Health) is  also available.","Agricultural scientist, astronomer, biosecurity researcher, ecologist, environmental policymaker, food chemistry analyst, hydrologist, mathematician, medical scientist, nano scientist, nutritionist (after further study), psychologist (after further study), plant geneticist, soil scientist.",Natural and Physical Sciences,513912,Bachelor of Science (Extended),open,4F,CSP,USYD,3040-US,1,"usyd,bachelor of science (extended),science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation",0,0,,,,,,,,2022,NN,NA,TBP,NA, ,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NN
usyd,513915,Bachelor of Science (Health),"This degree will provide you with a comprehensive foundation in health and the health care sector. You will critically examine the political, sociocultural, behavioural, economic and environmental factors that affect people's health decisions, and the way we deliver care. Through this course, you will understand the complexity of health at the local, national and global levels. Graduates typically move into health-related fields that do not involve the direct treatment of patients.","Health major plus a second major or minor from 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University. The human movement major is only available as a second major.","Disability services manager, health manager, health advocate, human resources officer in health, international development worker, health policy analyst, health information systems designer, health promoter and educator, Indigenous health liaison worker, work health and safety manager, international health aide worker, rehabilitation case manager.",Health,513915,Bachelor of Science (Health),open,3F/6P,CSP,USYD,3040-US,6,"usyd,bachelor of science (health),healthcare,health care,public health,health promotion,health,human health,,accounting,anatomy and histology,animal health,healthcare,health care,public health,health promotion,health,human health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,science,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,human movement,science",0,0,80.00,92.80,99.95,76.65,86.75,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,18,25.71,<5,<5,<5,<5,31,44.29,<5,<5,<5,<5,20,28.57,70,100.0,NA,2022,S,
usyd,513916,Bachelor of Science (Health) (Extended),The Bachelor of Science (Health) (Extended) is a four-year degree for Aboriginal and/or Torres Strait Islander students to undertake their studies in an academically and culturally supported environment.,"You will complete foundation units in academic studies and numeracy and an Indigenous Cultural Capstone Project. You will complete a program in Health and a Health major, plus a second major or minor from 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University. The human movement major is only available as a second major.","Disability services manager, health manager, health advocate, human resources officer in health, international development worker, health policy analyst, health information systems designer, health promoter and educator, Indigenous health liaison worker, work health and safety manager, international health aide worker, rehabilitation case manager.",Natural and Physical Sciences,513916,Bachelor of Science (Health) (Extended),open,4F/EqP,CSP,USYD,3040-US,1,"usyd,bachelor of science (health), bachelor of science (health) (extended),extended, healthcare,health care,public health,health promotion,health,human health,accounting,anatomy and histology,animal health,healthcare,health care,public health,health promotion,health,human health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,science,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,human movement,science",0,0,,,,,,,,2022,NC,NA,TBP,NA, ,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NC
usyd,513920,Bachelor of Science/Bachelor of Advanced Studies (Health),"This degree will provide you with a comprehensive foundation in health and the health care sector. You will critically examine the political, sociocultural, behavioural, economic and environmental factors that affect people's health decisions, and the way we deliver care. Through this course, you will understand the complexity of health at the local, national and global levels. Graduates typically move into health-related fields that do not involve the direct treatment of patients.","Health major plus a second major or minor from 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University.","Disability services manager, health manager, health advocate, human resources officer in health, international development worker, health policy analyst, health information systems designer, health promoter and educator, Indigenous health liaison worker, work health and safety manager, international health aide worker, rehabilitation case manager.",Natural and Physical Sciences,513920,Bachelor of Science/Bachelor of Advanced Studies (Health),open,4F/8P,CSP,USYD,3040-US,1,"usyd,bachelor of science/bachelor of advanced studies (health),medical science,anatomy,cell pathology,biology,immunology,microbiology,molecular biology,neuroscience,pharmacology,infectious diseases,physiology,history/philosophy of science,histology,biochemistry,genetics,medical science,first-year entry,nutrition,metabolism,advanced studies,science,health",0,0,82.60,90.35,99.95,75.30,87.30,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,100.0,NA,2022,S,
usyd,513925,Bachelor of Science (Medical Science) ,"This stream provides flexible pathways into broad medical science careers. The stream emphasises the interdisciplinary nature of medical sciences while providing depth and breadth. In the first year you will complete units in mathematics, biology, chemistry and medical science. In the second year you will take a series of integrated medical science units covering areas such as physiology, pharmacology, cellular and molecular biology, and anatomy. In the third year you will complete a capstone interdisciplinary experience and choose three medical science electives.",A program in medical science including a medical science major. A minor or second major must also be taken from 513910 Bachelor of Science Table A or the wide range majors offered from areas across the University in Table S.,"Medical scientist, nutritionist, pharmacologist in research organisations and hospitals. Graduates are well prepared to pursue further study in medical and dentistry programs.",Natural and Physical Sciences,513925,Bachelor of Science (Medical Science),open,3F/6P,CSP,USYD,3040-US,1,"19901,usyd,bachelor of science (medical science),medical science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,science,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation",0,0,88.10,98.75,99.95,79.15,93.75,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,46,13.81,<5,<5,7,2.1,220,66.07,<5,<5,<5,<5,58,17.42,333,100.0,NA,2022,S,
usyd,513930,Bachelor of Science/Bachelor of Advanced Studies,"This flexible degree allows you to explore different study areas as your abilities, interests or career opportunities change. Alternatively, you can nominate particular areas of study in the first year to provide a direction for study throughout the degree. Specialist programs and majors allow you to graduate with expertise in a particular field or fields.","You will complete two majors, one from Table A and the other from either Table A or Table S.","Research and analysis in the CSIRO, finance sector, hospitals and other science organisations; science administrator; biotechnologist; business analyst; computer analyst; forensic scientist; information systems analyst; medical scientist; museum conservator; quality controller; researcher in universities and government bodies; science communicator.",Natural and Physical Sciences,513930,Bachelor of Science/Bachelor of Advanced Studies,open,4F/8P,CSP,USYD,3040-US,1,"usyd,bachelor of science/bachelor of advanced studies,science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,advanced studies",0,0,80.25,90.43,99.95,75.25,87.28,99.55,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,34,27.64,<5,<5,<5,<5,63,51.22,<5,<5,<5,<5,19,15.45,123,100.0,NA,2022,S,
usyd,513935,Bachelor of Science/Bachelor of Advanced Studies (Advanced),"This is a specialised stream within 513930 Bachelor of Science/Bachelor of Advanced Studies  that will enable you to develop the skills required for postgraduate study and research. During this degree you will undertake advanced versions of units of study within your selected majors and combine studies from a range of disciplines in the shared pool. In the final year, you will undertake advanced coursework and a substantial real-world industry, community, entrepreneurship or research project, or an honours project.",Refer to 513910 Bachelor of Science. Table A majors with advanced units of study include: anatomy and histology; applied medical science; biochemistry and molecular biology; biology; cell and developmental biology; chemistry; computer science; data science; ecology and evolutionary biology; environmental studies; financial mathematics and statistics; food science; genetics and genomics; geography; geology and geophysics; history and philosophy of science; immunology and pathology; infectious diseases; marine science; mathematics; medicinal chemistry; microbiology; neuroscience; nutrition science; pharmacology; physics; physiology; plant production; psychological science; software development; soil science and hydrology; statistics.,Refer to 513910 Bachelor of Science.,Natural and Physical Sciences,513935,Bachelor of Science/Bachelor of Advanced Studies (Advanced),open,4F/8P,CSP,USYD,3040-US,1,"usyd,bachelor of science/bachelor of advanced studies (advanced),science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,advanced studies",0,0,90.05,99.95,99.95,85.05,95.40,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,93,93,<5,<5,<5,<5,<5,<5,100,100.0,NA,2022,S,
usyd,513940,Bachelor of Science/Bachelor of Advanced Studies (Agriculture) ,"This is a specialised stream within 513930 Bachelor of Science/Bachelor of Advanced Studies. The course provides a foundation in science with an emphasis on how it applies to managing food production and sustainable use of natural resources. You will develop skills in critical thinking, problem solving, research and communication. Graduates will be able to apply the principles of science to solutions-based management. You will also complete a community or industry project.","Agriculture, including a major in one of animal production, plant production, or soil science and hydrology. A second major must also be taken from those available in 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University.","Agricultural business manager, agronomist, biotechnologist, environment protection manager, financial manager, horticulturalist, marketer of agricultural products, plant breeding, scientific researcher, soil scientist, statistician, sustainable production manager, other science-related occupations.","Agriculture, Environment and related Studies",513940,Bachelor of Science/Bachelor of Advanced Studies (Agriculture),open,4F/8P,CSP,USYD,3040-US,5,"usyd,bachelor of science/bachelor of advanced studies (agriculture),agricultural chemistry,agricultural economics,entomology,agricultural genetics,agricultural microbiology,agronomy,environmetrics,plant pathology,food,food science,farming systems,horticulture,farming systems,agriculture,sustainability,sustainable development,technology,innovation,science,livestock production,soil science,advanced studies,agriculture",0,0,75.25,86.35,99.95,71.50,83.35,95.10,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,15,57.69,<5,<5,<5,<5,7,26.92,26,100.0,NA,2022,S,
usyd,513945,Bachelor of Science/Bachelor of Advanced Studies (Animal and Veterinary Bioscience) ,"This is a specialised stream within 513930 Bachelor of Science/Bachelor of Advanced Studies. You will gain a fundamental and applied knowledge in animal bioscience and a broad overview of both domestic animals and wildlife species and how they interact with their environment. Studies in fields such as applied biotechnologies, reproduction and nutrition are supported by detailed knowledge of animal structure and function and a focus on application of innovative approaches and technologies to enhance animal management and welfare. You will also complete a community and industry project.","A program in animal and veterinary bioscience including an animal and veterinary bioscience major. A second major must also be taken from those available in 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University.","Animal health and quarantine manager, animal nutritionist, biosecurity scientist, biotechnologist, conservation biologist, intensive and extensive animal production manager, medical researcher, microbiologist, molecular geneticist (animal and human), national parks and wildlife services officer, reproductive technologist (animal and human), sustainable agriculturalist.",Natural and Physical Sciences,513945,Bachelor of Science/Bachelor of Advanced Studies (Animal and Veterinary Bioscience),open,4F,CSP,USYD,3040-CM,1,"109,usyd,bachelor of science/bachelor of advanced studies (animal and veterinary bioscience),animal behaviour,animal bioscience,animal biotechnology,animal breeding,animal conservation,animal diseases,animal function,animal genetics,animal health,animal nutrition,animal physiology,animal reproduction,animal research,animal science,animal structure,animal welfare,animals,aquaculture,cattle production,cattle science,pig production,pig science,poultry production,poultry science,sheep production,sheep science,veterinary bioscience,science,advanced studies",0,0,80.05,93.58,99.95,74.90,89.95,99.95,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,15,14.15,<5,<5,5,4.72,71,66.98,<5,<5,<5,<5,14,13.21,106,100.0,NA,2022,S,
usyd,513950,Bachelor of Science/Bachelor of Advanced Studies (Food and Agribusiness),Studies focus on the business and scientific aspects of supplying affordable and nutritious food. The internship gives you the opportunity to identify specific career interests and gain practical industrial experience. You will also complete a community and industry project.,"A major in food science and a second major from accounting, agricultural and resource economics, banking, business analytics, business information systems, business law, economic policy, economics, finance, industrial relations and human resource management, international business, management, marketing.","Brand and marketing manager, food production manager, food safety officer, food scientist, health promotion officer, logistics manager, packaging and postharvest supply manager, quality assurance officer, retail manager, trade manager.",Natural and Physical Sciences,513950,Bachelor of Science/Bachelor of Advanced Studies (Food and Agribusiness),open,4F,CSP,USYD,3040-US,1,"usyd,bachelor of science/bachelor of advanced studies (food and agribusiness),agribusiness management,agribusiness marketing,agriculture,business,chemistry,chemistry and product development,economics,farming,food,food production,management,manufacturing,supply,supply chain,value chain management,advertising,analysis,brand management,entrepreneurship,food production,food safety,food science,food security,health promotion,logistics,market research,marketing and promotion,packaging and postharvest supply,product development,quality assurance,retail management,sales,strategic management,trade,agribusiness,human resource management,marketing,transport logistics,food biochemistry,microbiology,science,advanced studies",0,0,83.40,87.03,99.95,80.40,86.50,96.85,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,<5,<5,<5,<5,8,72.73,<5,<5,<5,<5,<5,<5,11,100.0,NA,2022,S,
usyd,513960,Bachelor of Science/Bachelor of Advanced Studies (Medical Science),"This stream provides flexible pathways into broad medical science careers. The stream emphasises the interdisciplinary nature of medical sciences while providing depth and breadth. In the first year you will complete units in mathematics, biology, chemistry and medical science. In the second year you will take a series of integrated medical science units covering areas such as physiology, pharmacology, cellular and molecular biology, and anatomy. In the third year you will complete a capstone interdisciplinary experience and choose three medical science electives.",A program in medical science including a medical science major. A second major must also be taken from 513910 Bachelor of Science Table A or the wide range majors offered from areas across the University in Table S.,"Medical scientist, nutritionist, pharmacologist in research organisations and hospitals. Graduates are well prepared to pursue further study in medical and dentistry programs.",Natural and Physical Sciences,513960,Bachelor of Science/Bachelor of Advanced Studies (Medical Science),open,4F/8P,CSP,USYD,3040-US,1,"19901,usyd,bachelor of science/bachelor of advanced studies (medical science),medical science,science,medical science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,science,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,advanced studies",0,0,88.30,99.55,99.95,85.30,94.30,99.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,8,10.96,<5,<5,<5,<5,56,76.71,<5,<5,<5,<5,8,10.96,73,100.0,NA,2022,S,
usyd,513961,Bachelor of Science/Bachelor of Advanced Studies (Taronga Wildlife Conservation) ,"The Taronga Wildlife Conservation stream comprises a Wildlife Conservation major, incorporating biology and conservation management with study in statistics and animal sciences. It provides extensive training in wildlife conservation by incorporating the study of biodiversity and evolution, animal science, and animal behaviour and management. You will graduate with research skills in biology and wildlife conservation.","A program in Taronga wildlife conservation and a major in wildlife conservation combining biology and conservation management. A second major must also be taken from those available in 513910 Bachelor of Science Table A or Table S, the wide range of majors offered from areas across the University.","Wildlife conservation, and animal health and reproduction, business and analytics, environmental consultancy, genetics, government and policy, sustainability, teaching (with further study).",Natural and Physical Sciences,513961,Bachelor of Science/Bachelor of Advanced Studies (Taronga Wildlife Conservation),open,4F,CSP,USYD,3040-ZO,1,"109,usyd,bachelor of science/bachelor of advanced studies (taronga wildlife conservation),animal behaviour,animal bioscience,animal biotechnology,animal breeding,animal conservation,animal diseases,animal function,animal genetics,animal health,animal nutrition,animal physiology,animal reproduction,animal research,animal science,animal structure,animal welfare,animals,aquaculture,cattle production,cattle science,pig production,pig science,poultry production,poultry science,sheep production,sheep science,veterinary bioscience,science,taronga wildlife conservation,advanced studies",0,0,85.35,94.50,99.95,79.35,89.95,99.95,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,11,25.58,<5,<5,<5,<5,25,58.14,<5,<5,<5,<5,<5,<5,43,100.0,NA,2022,S,
usyd,513962,Bachelor of Science/Master of Mathematical Sciences,"This double degree enables you to undertake foundation studies in the sciences and advanced study in mathematical sciences, including specialist project work.","You will complete a program in mathematical sciences with a major from data science, financial mathematics and statistics, mathematics, or statistics. A minor or second major must also be taken from 13910 Bachelor of Science Table A or the wide range majors offered from areas across the University in Table S. Master of Mathematical Sciences: Advanced units from pure mathematics, applied mathematics, financial mathematics, statistics and data science.","Bioinformatician, business analyst, data scientist, economic modeller, energy forecaster, financial analyst, game designer, health planner, quantitative analyst in banking, market analyst, meteorologist, statistician, teacher, researcher, web analyst.",Natural and Physical Sciences,513962,Bachelor of Science/Master of Mathematical Sciences,open,4.5F,CSP,USYD,3040-US,1,"usyd,bachelor of science/master of mathematical sciences,science,accounting,anatomy and histology,animal health,animal production,applied medical science,banking,behavioural sciences,biochemistry and molecular biology,biology,business analytics,business information systems,business law,cell and developmental biology,chemistry,computer science,data science,design,disease and welfare,ecology and evolutionary biology,education,education electives,environmental studies,finance,financial mathematics and statistics,food science,genetics and genomics,geography,geology and geophysics,health,hearing and speech,history and philosophy of science,immunology,immunology and pathology,industrial relations and human resource management,infectious diseases,information systems,international business,management,marine sciences,marketing,mathematics,medical sciences,medicinal chemistry,microbiology,music electives,neuroscience,nutrition science,pathology,pharmacology,physics,physiology,plant production,plant production,plant science,project management,psychology,quantitative life sciences,software development,soil sciences and hydrology,statistics,virology,wildlife conservation,advanced studies,dalyell scholars,mathematical sciences",0,0,98.05,99.95,99.95,92.35,98.10,99.95,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,6,10,<5,<5,<5,<5,47,78.33,<5,<5,<5,<5,<5,<5,60,100.0,NA,2022,S,
